"category"	"name"	"url"	"description"	"star"	"stackOverflow"	"stackOverflowUrl"	"license"	"licenseUrl"	"site"	"userGuide"	"newStars"	"newWatchs"	"newForks"	"pageText"	"newStackOverflow"	"github"	"allText"	"isExist"
"REST Frameworks"	"RESTEasy"	"http://resteasy.jboss.org/"	"Fully certified and portable implementation of the JAX-RS specification."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Fully certified and portable implementation of the JAX-RS specification."	"true"
"REST Frameworks"	"RestExpress"	"https://github.com/RestExpress/RestExpress"	"Thin wrapper on the JBoss Netty HTTP stack to provide scaling and performance."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/RestExpress/RestExpress"	"Thin wrapper on the JBoss Netty HTTP stack to provide scaling and performance."	"true"
"REST Frameworks"	"Restlet Framework"	"https://github.com/restlet/restlet-framework-java/"	"Pioneering framework with powerful routing and filtering capabilities, unified client and server API."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/restlet/restlet-framework-java/"	"Pioneering framework with powerful routing and filtering capabilities, unified client and server API."	"true"
"REST Frameworks"	"Retrofit"	"http://square.github.io/retrofit/"	"Type-safe REST client."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Type-safe REST client."	"true"
"REST Frameworks"	"Spark"	"http://sparkjava.com/"	"Sinatra inspired framework."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Sinatra inspired framework."	"true"
"REST Frameworks"	"Swagger"	"http://swagger.io/"	"Swagger is a specification and complete framework implementation for describing, producing, consuming, and visualizing RESTful web services."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Swagger is a specification and complete framework implementation for describing, producing, consuming, and visualizing RESTful web services."	"true"
"Science"	"DataMelt"	"http://jwork.org/dmelt/"	"Environment for scientific computation, data analysis and data visualization."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Environment for scientific computation, data analysis and data visualization."	"true"
"Science"	"GraphStream"	"http://graphstream-project.org/"	"Library for modeling and analysis of dynamic graphs."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Library for modeling and analysis of dynamic graphs."	"true"
"Science"	"JGraphT"	"https://github.com/jgrapht/jgrapht"	"Graph library that provides mathematical graph-theory objects and algorithms."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/jgrapht/jgrapht"	"Graph library that provides mathematical graph-theory objects and algorithms."	"true"
"Science"	"JGraphX"	"https://github.com/jgraph/jgraphx"	"Library for visualisation (mainly Swing) and interaction with node-edge graphs."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/jgraph/jgraphx"	"Library for visualisation (mainly Swing) and interaction with node-edge graphs."	"true"
"Search"	"Apache Lucene"	"https://lucene.apache.org/"	"High-performance, full-featured cross-platform text search engine library."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"High-performance, full-featured cross-platform text search engine library."	"true"
"Search"	"Apache Solr"	"http://lucene.apache.org/solr/"	"Enterprise search engine optimized for high volume traffic."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Enterprise search engine optimized for high volume traffic."	"true"
"Search"	"Elasticsearch"	"https://www.elastic.co/"	"Distributed, multitenant-capable full-text search engine with a RESTful web interface and schema-free JSON documents."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Distributed, multitenant-capable full-text search engine with a RESTful web interface and schema-free JSON documents."	"true"
"Security"	"Apache Shiro"	"http://shiro.apache.org/"	"Performs authentication, authorization, cryptography and session management."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Performs authentication, authorization, cryptography and session management."	"true"
"Security"	"Bouncy Castle"	"https://www.bouncycastle.org/java.html"	"All-purpose cryptographic library. JCA provider, wide range of functions from basic helpers to PGP/SMIME operations."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"All-purpose cryptographic library. JCA provider, wide range of functions from basic helpers to PGP/SMIME operations."	"true"
"Security"	"Cryptomator"	"https://cryptomator.org/"	"Multiplatform transparent client-side encryption of files in the cloud."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	""	"null"	"null"	"Multiplatform transparent client-side encryption of files in the cloud."	"false"
"Security"	"Google Keyczar"	"https://github.com/google/keyczar"	"Easy to use, yet safe encryption framework with key versioning."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/google/keyczar"	"Easy to use, yet safe encryption framework with key versioning."	"true"
"Security"	"Keycloak"	"http://keycloak.jboss.org/"	"Integrated SSO and IDM for browser apps and RESTful web services."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Integrated SSO and IDM for browser apps and RESTful web services."	"true"
"Security"	"OACC"	"http://oaccframework.org/"	"Provides permission-based authorization services."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Provides permission-based authorization services."	"true"
"Security"	"pac4j"	"https://github.com/pac4j/pac4j"	"Security engine."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/pac4j/pac4j"	"Security engine."	"true"
"Security"	"PicketLink"	"http://picketlink.org/"	"Umbrella project for security and identity management."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Umbrella project for security and identity management."	"true"
"Serialization"	"FlatBuffers"	"https://github.com/google/flatbuffers"	"Memory efficient serialization library that can access serialized data without unpacking and parsing it."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/google/flatbuffers"	"Memory efficient serialization library that can access serialized data without unpacking and parsing it."	"true"
"Serialization"	"FST"	"https://github.com/RuedigerMoeller/fast-serialization"	"JDK compatible high performance object graph serialization."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/RuedigerMoeller/fast-serialization"	"JDK compatible high performance object graph serialization."	"true"
"Serialization"	"Kryo"	"https://github.com/EsotericSoftware/kryo"	"Fast and efficient object graph serialization framework."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/EsotericSoftware/kryo"	"Fast and efficient object graph serialization framework."	"true"
"Serialization"	"MessagePack"	"https://github.com/msgpack/msgpack-java"	"Efficient binary serialization format."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/msgpack/msgpack-java"	"Efficient binary serialization format."	"true"
"Server"	"Apache Tomcat"	"http://tomcat.apache.org/"	"Robust all-round server for Servlet and JSP."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Robust all-round server for Servlet and JSP."	"true"
"Server"	"Apache TomEE"	"http://tomee.apache.org/"	"Tomcat plus Java EE."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Tomcat plus Java EE."	"true"
"Server"	"Jetty"	"http://www.eclipse.org/jetty/"	"Lightweight, small server, often embedded in projects."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Lightweight, small server, often embedded in projects."	"true"
"Server"	"WebSphere Liberty"	"https://developer.ibm.com/wasdev/"	"Lightweight, modular server developed by IBM."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Lightweight, modular server developed by IBM."	"true"
"Server"	"WildFly"	"http://www.wildfly.org/"	"Formerly known as JBoss and developed by Red Hat with extensive Java EE support."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Formerly known as JBoss and developed by Red Hat with extensive Java EE support."	"true"
"Template Engine"	"Handlebars.java"	"http://jknack.github.io/handlebars.java/"	"Logic-less and semantic Mustache templates."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Logic-less and semantic Mustache templates."	"true"
"Template Engine"	"Thymeleaf"	"http://www.thymeleaf.org/"	"Aims to be a substitute for JSP and works for XML files in general."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Aims to be a substitute for JSP and works for XML files in general."	"true"
"Testing"	"Apache JMeter"	"http://jmeter.apache.org/"	"Functional testing and performance measurements."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Functional testing and performance measurements."	"true"
"Testing"	"Arquillian"	"http://arquillian.org/"	"Integration and functional testing platform for Java EE containers."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Integration and functional testing platform for Java EE containers."	"true"
"Testing"	"AssertJ"	"http://joel-costigliola.github.io/assertj/"	"Fluent assertions that improve readability."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Fluent assertions that improve readability."	"true"
"Testing"	"Awaitility"	"https://github.com/jayway/awaitility"	"DSL for synchronizing asynchronous operations."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/jayway/awaitility"	"DSL for synchronizing asynchronous operations."	"true"
"Testing"	"Citrus"	"http://citrusframework.org/"	"Integration testing framework with focus on client- and serverside messaging."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Integration testing framework with focus on client- and serverside messaging."	"true"
"Testing"	"ConcurrentUnit"	"https://github.com/jhalterman/concurrentunit"	"Toolkit for testing multi-threaded and asynchronous applications."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/jhalterman/concurrentunit"	"Toolkit for testing multi-threaded and asynchronous applications."	"true"
"Testing"	"Cucumber"	"https://github.com/cucumber/cucumber-jvm"	"BDD testing framework."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/cucumber/cucumber-jvm"	"BDD testing framework."	"true"
"Testing"	"Cukes-REST"	"https://github.com/ctco/cukes-rest"	"A collection of Gherkin steps for REST-service testing using Cucumber."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/ctco/cukes-rest"	"A collection of Gherkin steps for REST-service testing using Cucumber."	"true"
"Testing"	"Gatling"	"http://gatling.io/"	"Load testing tool designed for ease of use, maintainability and high performance."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Load testing tool designed for ease of use, maintainability and high performance."	"true"
"Testing"	"GreenMail"	"http://www.icegreen.com/greenmail/"	"In-memory email server for integration testing. Supports SMTP, POP3 and IMAP including SSL."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"In-memory email server for integration testing. Supports SMTP, POP3 and IMAP including SSL."	"true"
"Testing"	"Hamcrest"	"http://hamcrest.org/JavaHamcrest/"	"Matchers that can be combined to create flexible expressions of intent."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Matchers that can be combined to create flexible expressions of intent."	"true"
"Testing"	"J8Spec"	"https://github.com/j8spec/j8spec/"	"J8Spec is a library that allows tests written in Java to follow the BDD style introduced by RSpec and Jasmine."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/j8spec/j8spec/"	"J8Spec is a library that allows tests written in Java to follow the BDD style introduced by RSpec and Jasmine."	"true"
"Testing"	"JBehave"	"http://jbehave.org/"	"Framework for Behavioural Driven Development."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Framework for Behavioural Driven Development."	"true"
"Testing"	"JGiven"	"http://jgiven.org"	"Developer-friendly BDD testing framework compatible with JUnit and TestNG."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Developer-friendly BDD testing framework compatible with JUnit and TestNG."	"true"
"Testing"	"JMockit"	"http://jmockit.org/"	"Mocks static, final methods and more."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Mocks static, final methods and more."	"true"
"Testing"	"junit-dataprovider"	"https://github.com/TNG/junit-dataprovider"	"A TestNG like dataprovider runner for JUnit."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/TNG/junit-dataprovider"	"A TestNG like dataprovider runner for JUnit."	"true"
"Testing"	"JUnitParams"	"https://pragmatists.github.io/JUnitParams/"	"Creation of readable and maintainable parametrised tests."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Creation of readable and maintainable parametrised tests."	"true"
"Testing"	"Mockito"	"https://github.com/mockito/mockito"	"Creation of test double objects in automated unit tests for the purpose of TDD or BDD."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/mockito/mockito"	"Creation of test double objects in automated unit tests for the purpose of TDD or BDD."	"true"
"Testing"	"Moco"	"https://github.com/dreamhead/moco"	"Concise web services for stubs and mocks, Duke's Choice Award 2013."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/dreamhead/moco"	"Concise web services for stubs and mocks, Duke's Choice Award 2013."	"true"
"Testing"	"PIT"	"http://pitest.org"	"Fast mutation-testing framework for evaluating fault-detection abilities of existing JUnit or TestNG test-suites."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Fast mutation-testing framework for evaluating fault-detection abilities of existing JUnit or TestNG test-suites."	"true"
"Testing"	"PowerMock"	"https://github.com/jayway/powermock"	"Enables mocking of static methods, constructors, final classes and methods, private methods and removal of static initializers."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/jayway/powermock"	"Enables mocking of static methods, constructors, final classes and methods, private methods and removal of static initializers."	"true"
"Testing"	"REST Assured"	"https://github.com/jayway/rest-assured"	"Java DSL for easy testing for REST/HTTP services."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/jayway/rest-assured"	"Java DSL for easy testing for REST/HTTP services."	"true"
"Testing"	"Selenide"	"http://selenide.org/"	"Concise API around Selenium to write stable and readable UI tests."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Concise API around Selenium to write stable and readable UI tests."	"true"
"Testing"	"Selenium"	"http://docs.seleniumhq.org/"	"Portable software testing framework for web applications."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Portable software testing framework for web applications."	"true"
"Testing"	"Spock"	"http://spockframework.github.io/spock/docs/"	"JUnit-compatible framework featuring an expressive Groovy-derived specification language."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"JUnit-compatible framework featuring an expressive Groovy-derived specification language."	"true"
"Testing"	"Truth"	"https://github.com/google/truth"	"Google's assertion and proposition framework."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/google/truth"	"Google's assertion and proposition framework."	"true"
"Testing"	"WireMock"	"http://wiremock.org/"	"Stubbs and mocks web services."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Stubbs and mocks web services."	"true"
"Utility"	"Apache Commons"	"http://commons.apache.org/"	"Provides different general purpose functions like configuration, validation, collections, file upload or XML processing."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Provides different general purpose functions like configuration, validation, collections, file upload or XML processing."	"true"
"Utility"	"CRaSH"	"http://www.crashub.org"	"Provides a shell into a JVM that's running CRaSH. Used by Spring Boot and others."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Provides a shell into a JVM that's running CRaSH. Used by Spring Boot and others."	"true"
"Utility"	"Dex"	"https://github.com/PatMartin/Dex"	"Java/JavaFX tool capable of powerful ETL and data visualization."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/PatMartin/Dex"	"Java/JavaFX tool capable of powerful ETL and data visualization."	"true"
"Utility"	"Gephi"	"https://github.com/gephi/gephi/"	"Cross-platform for visualizing and manipulating large graph networks."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/gephi/gephi/"	"Cross-platform for visualizing and manipulating large graph networks."	"true"
"Utility"	"Guava"	"https://github.com/google/guava"	"Collections, caching, primitives support, concurrency libraries, common annotations, string processing, I/O, and so forth."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/google/guava"	"Collections, caching, primitives support, concurrency libraries, common annotations, string processing, I/O, and so forth."	"true"
"Utility"	"JADE"	"http://jade.tilab.com/"	"Framework and environment for building and to debugging multi-agent systems."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	""	"null"	"null"	"Framework and environment for building and to debugging multi-agent systems."	"false"
"Utility"	"JavaVerbalExpressions"	"https://github.com/VerbalExpressions/JavaVerbalExpressions"	"A library that helps to construct difficult regular expressions."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/VerbalExpressions/JavaVerbalExpressions"	"A library that helps to construct difficult regular expressions."	"true"
"Utility"	"Protégé"	"http://protege.stanford.edu/"	"Provides an ontology editor and a framework to build knowledge-based systems."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Provides an ontology editor and a framework to build knowledge-based systems."	"true"
"Web Crawling"	"Apache Nutch"	"http://nutch.apache.org/"	"Highly extensible, highly scalable web crawler for production environment."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Highly extensible, highly scalable web crawler for production environment."	"true"
"Web Crawling"	"Crawler4j"	"https://github.com/yasserg/crawler4j"	"Simple and lightweight web crawler."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/yasserg/crawler4j"	"Simple and lightweight web crawler."	"true"
"Web Crawling"	"JSoup"	"http://jsoup.org/"	"Scrapes, parses, manipulates and cleans HTML."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	""	"null"	"null"	"Scrapes, parses, manipulates and cleans HTML."	"false"
"Web Frameworks"	"Apache Tapestry"	"http://tapestry.apache.org/"	"Component-oriented framework for creating dynamic, robust, highly scalable web applications."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Component-oriented framework for creating dynamic, robust, highly scalable web applications."	"true"
"Web Frameworks"	"Apache Wicket"	"http://wicket.apache.org/"	"Component-based web application framework similar to Tapestry with a stateful GUI."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Component-based web application framework similar to Tapestry with a stateful GUI."	"true"
"Web Frameworks"	"Blade"	"https://github.com/biezhi/blade"	"Lightweight, modular framework which aims to be elegant and simple."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/biezhi/blade"	"Lightweight, modular framework which aims to be elegant and simple."	"true"
"Web Frameworks"	"Grails"	"https://grails.org/"	"Groovy framework with the aim to provide a highly productive environment by favoring convention over configuration, no XML and support for mixins."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	""	"null"	"null"	"Groovy framework with the aim to provide a highly productive environment by favoring convention over configuration, no XML and support for mixins."	"false"
"Web Frameworks"	"Jooby"	"http://jooby.org"	"Scalable, fast and modular micro framework which offers multiple programming models."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Scalable, fast and modular micro framework which offers multiple programming models."	"true"
"Web Frameworks"	"Ninja"	"http://www.ninjaframework.org/"	"Full stack web framework."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Full stack web framework."	"true"
"Web Frameworks"	"Pippo"	"http://www.pippo.ro/"	"Small, highly modularized Sinatra-like framework."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Small, highly modularized Sinatra-like framework."	"true"
"Web Frameworks"	"Play"	"https://www.playframework.com/"	"Uses convention over configuration, hot code reloading and display of errors in the browser."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Uses convention over configuration, hot code reloading and display of errors in the browser."	"true"
"Web Frameworks"	"PrimeFaces"	"http://primefaces.org/"	"JSF framework which has a free and a commercial version with support. Provides several frontend components."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"JSF framework which has a free and a commercial version with support. Provides several frontend components."	"true"
"Web Frameworks"	"Ratpack"	"https://ratpack.io/"	"Set of libraries that facilitate fast, efficient, evolvable and well tested HTTP applications."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	""	"null"	"null"	"Set of libraries that facilitate fast, efficient, evolvable and well tested HTTP applications."	"false"
"Web Frameworks"	"Spring Boot"	"http://projects.spring.io/spring-boot/"	"Microframework which simplifies the development of new Spring applications."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Microframework which simplifies the development of new Spring applications."	"true"
"Web Frameworks"	"Vaadin"	"https://vaadin.com/home"	"Event-driven framework build on top of GWT. Uses server-side architecture with Ajax on the client-side."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Event-driven framework build on top of GWT. Uses server-side architecture with Ajax on the client-side."	"true"
"Frontends"	"java.libhunt.com"	"https://java.libhunt.com/"	""	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	""	"true"
